:(Mode)update
:(EngineeringUnit)Unit	DefaultTagRate	IntegralDivisor	
Amp	10000	1
COUNTS	10000	1
BAR	10000	1
C	10000	1
Vdc	10000	1
°C	10000	1
Bar	10000	1
Sm3/h	10000	3600
Kgf/cm2	10000	1
Kg/h	10000	3600
Nm3/h	10000	3600
m3/h	10000	3600
mm	10000	1
kg/cm2	10000	1
%	10000	1
ppmH2O	10000	1
KCal/Nm3	10000	1
MOL%	10000	1
M	10000	1
V	10000	1
Kg/cm2	10000	1
m3/jour	10000	86400
-	10000	1
kVA	10000	1
min	10000	60
Nm3/min	10000	60
H_Min	10000	1
Nm3/j	10000	86400
Nm3	10000	1
:(AnalogTag)TagName	Description	IOServerComputerName	IOServerAppName	TopicName	ItemName	AcquisitionType	StorageType	AcquisitionRate	StorageRate	TimeDeadband	SamplesInAI	AllMode	EngUnits	MinEU	MaxEU	MinRaw	MaxRaw	Scaling	RawType	IntegerSize	Sign	ValueDeadband	InitialValue	CurrentEditor	RateDeadband	InterpolationType	RolloverValue	ServerTimeStamp	DeadbandType	
PA1-N2-HR110	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-N2-HR110	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-N2-HR110	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-N2-HR110	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-N2-HR110	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-N2-HR110	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-N2-HR110	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-N2-HR110	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-N2-HR110	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-N2-HR111	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-N2-HR111	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-N2-HR111	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-N2-HR111	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-N2-HR111	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-N2-HR111	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-N2-HR111	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-N2-HR111	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-N2-HR111	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-N8-HR112	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-N8-HR112	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-N8-HR112	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-N8-HR112	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-N8-HR112	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-N8-HR112	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-N8-HR112	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-N8-HR112	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-N8-HR112	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-N6-HR113	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-N6-HR113	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-N6-HR113	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-N6-HR113	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-N6-HR113	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-N6-HR113	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-N6-HR113	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-N6-HR113	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-N6-HR113	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-N6-HR114	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-N6-HR114	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-N6-HR114	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-N6-HR114	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-N6-HR114	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-N6-HR114	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-N6-HR114	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-N6-HR114	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-N6-HR114	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-N1-HR115	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-N1-HR115	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-N1-HR115	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-N1-HR115	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-N1-HR115	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-N1-HR115	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-N1-HR115	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VP-N1-HR115	Voltage des Panneaux Solaires	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-N1-HR115	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-N1-HR115	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-N1-HR116	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-N1-HR116	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-N1-HR116	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-N1-HR116	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-N1-HR116	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-N1-HR116	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VP-N1-HR116	Voltage des Panneaux Solaires	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-N1-HR116	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-N1-HR116	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-N1-HR116	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-N6-HR117	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-N6-HR117	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-N6-HR117	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-N6-HR117	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-N6-HR117	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-N6-HR117	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-N6-HR117	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-N6-HR117	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-N6-HR117	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-N6-HR118	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-N6-HR118	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-N6-HR118	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-N6-HR118	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-N6-HR118	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	350.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-N6-HR118	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-N6-HR118	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-N6-HR118	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-N6-HR118	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-S3-HR12	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-S3-HR12	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-S3-HR12	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-S3-HR12	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-S3-HR12	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-S3-HR12	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-30.000000	70.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB1-S3-HR12	Voltage de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	30.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-S3-HR12	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB2-S3-HR12	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	30.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-N1-HR121	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-N1-HR121	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-N1-HR121	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-N1-HR121	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-N1-HR121	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-N1-HR121	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-N1-HR121	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VP-N1-HR121	Voltage des Panneaux Solaires	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-N1-HR121	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-N1-HR121	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-N1-HR122	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-N1-HR122	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-N1-HR122	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-N1-HR122	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-N1-HR122	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-N1-HR122	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-N1-HR122	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VP-N1-HR122	Voltage des Panneaux Solaires	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-N1-HR122	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-N1-HR122	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA1-N8-HR123	Pression Annulaire 1 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PA2-N8-HR123	Pression Annulaire 2 du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PD-N8-HR123	Pression Differentielle	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	0.500000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PL-N8-HR123	Pression de Ligne du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
PT-N8-HR123	Pression de Tete du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	BAR	0.000000	200.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT-N8-HR123	Temperature Gaz du Puits	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	°C	-15.000000	120.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
VB-N8-HR123	Voltage de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Vdc	0.000000	46.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
CB-N8-HR123	Courant de la Batterie	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	Amp	0.000000	10.000000	800	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
TT1-N8-HR123	Temperature de la Cabine	$local	InSQL_MDAS	MDAS		Manual	Forced	0	10000	0	0	All	C	-40.000000	75.000000	0	4000	None	MSFloat	0		0	0	0	0	System Default	0	No	TimeValue
